protein1	protein2
P01889	P01732
P01889	P17693
P06732	Q96DX5
P06732	P12532
Q96DX5	P12532
P12532	P09972
P12532	P12532
P12532	P07951
P12532	P17540
P12532	P07099
Q9P2U7	Q99962
Q99962	P20160
Q99962	Q99961
Q99962	Q70E73
Q99962	O00499
Q99962	Q99963
Q99962	P49418
Q99962	Q13444
Q99962	Q9UQ16
Q99962	Q05193
Q99962	P50570
Q99962	Q13443
Q99962	Q96B97
O75792	Q8TDP1
O75792	Q5TBB1
O75792	Q9BXS5
Q8TDP1	Q5TBB1
Q5TBB1	Q9BXS5
Q9BXS5	O60487
Q9BXS5	P61966
Q9BXS5	Q96C92
Q9UHX1	Q9HCN4
Q9UHX1	Q96I24
Q9UHX1	Q7Z7F0
Q9UHX1	Q9UKA9
Q9UHX1	Q96AE4
Q9UHX1	Q86VU5
Q9UHX1	Q6P1X5
Q9UHX1	Q92945
Q9UHX1	Q9NWB6
Q9UHX1	P52597
Q9UHX1	Q12766
Q9UHX1	Q9UHR5
Q01081	Q99590
Q01081	Q8IWX8
Q01081	P84103
Q01081	Q16629
Q01081	Q8WU68
Q01081	Q9HD15
Q01081	Q8TBK6
Q01081	Q70Z53
Q01081	P0DN76
Q01081	P18583
Q01081	Q96GM8
Q9BXP5	Q12766
P67809	Q08211
P67809	Q15527
P67809	Q13283
P67809	Q9NR22
P67809	Q99873
Q8IWX8	Q8WVK2
Q8IWX8	Q8WUA2
Q8IWX8	Q14498
Q8IWX8	P31942
Q8IWX8	Q96N46
Q8IWX8	Q8N302
Q8IWX8	Q86U06
Q8IWX8	Q70Z53
Q8IWX8	Q7Z6W1
Q8IWX8	P35367
Q8IWX8	Q9NWB6
Q8IWX8	O15042
P84103	Q13242
P84103	Q13247
P84103	Q15434
P84103	Q16629
P84103	Q8N9F8
P84103	P53621
P84103	P38159
P84103	P98179
P84103	P31483
P84103	Q13243
P84103	P62995
P84103	P49761
P84103	Q9BRL6
P52756	O95822
P52756	O43143
P52756	Q96JB8
P52756	P25021
P52756	Q12906
P52756	O15042
P52756	Q8NH60
Q92733	Q13356
Q92733	Q96GM8
Q9NWB6	Q8WVK2
Q9NWB6	Q9HD15
Q9NWB6	Q8TBK6
O75896	P50851
O75896	Q562F6
Q9Y6A4	Q96BN6
Q9Y6A4	Q96NH3
Q16629	Q13242
Q16629	P10646
Q16629	Q13247
Q16629	Q6EMK4
Q16629	Q9BYV6
Q16629	Q16181
Q16629	Q12789
Q16629	O15260
Q16629	Q13243
Q16629	P62995
Q16629	P18583
Q16629	P49761
Q16629	O00422
Q16629	Q15019
Q86VU5	Q14498
Q86VU5	Q70Z53
Q9H0E3	Q5VWG9
Q9H0E3	Q9BW11
Q9H0E3	Q96GM8
P10809	O60906
P10809	Q9UNF0
P10809	Q9Y3B8
P10809	Q9Y4C4
P10809	Q07812
P10809	Q9BSK2
P10809	Q9NUB1
P10809	Q9BXW7
P10809	O75069
P10809	Q9BRK4
P10809	Q16611
Q9NQW1	Q15436
Q9NQW1	Q15437
Q9NQW1	Q9NR31
Q9NQW1	Q9Y6B6
Q14498	Q9UKM9
Q14498	Q7Z6W1
Q14498	Q86U06
Q14498	Q96N46
Q14498	Q9HD15
Q14498	Q8TBK6
Q14498	Q9UHR5
Q14498	Q92731
Q14498	O00422
Q14498	Q96GM8
Q9UHR5	Q14204
Q9UHR5	Q70Z53
Q9UHR5	P35367
Q9UHR5	Q92804
O43670	O60566
O43670	O43683
Q13243	Q13247
Q13243	Q9Y5L0
Q13243	Q9H422
Q13243	Q12789
Q13243	P18583
Q13243	O15260
Q13243	Q96S94
Q13243	P62995
Q13243	Q12766
Q8WYA6	Q9H0G5
Q8WYA6	Q8TBK6
Q8WYA6	Q08AH3
Q8WYA6	Q9Y330
Q8WYA6	O15042
P62995	Q13242
P62995	Q13247
P62995	Q15434
P62995	Q9Y5L0
P62995	Q9H422
P62995	P38159
P62995	P31689
P62995	P49761
P62995	Q9BRL6
Q9BQI9	Q92753
O75940	Q02241
O75940	Q9H0H5
Q08211	Q9NZR1
Q08211	Q4VXU2
Q08211	Q9BXJ9
Q08211	Q96DU9
Q08211	Q9NYL9
Q08211	Q93009
Q08211	Q9NR30
Q08211	Q7KZF4
Q08211	Q8TC59
Q08211	Q12857
Q08211	Q5JQF8
Q08211	P0CB38
Q08211	Q13813
Q08211	Q8IX01
Q08211	Q99873
Q9P0W2	O95863
Q9P0W2	Q14687
Q9P0W2	Q9UKL0
Q9P0W2	Q8IZ40
Q9P0W2	Q9NP66
Q9P0W2	Q9P2K3
Q9P0W2	Q96BD5
Q9P0W2	O60341
Q12906	P19525
Q12906	Q99943
Q12906	Q99873
Q12766	O15527
O15042	Q99943
Q13242	P38159
Q13242	Q13247
Q13242	O75525
Q13242	P50552
Q13242	O75319
Q13242	Q8N5G0
Q13242	P58107
Q99943	O43143
Q99943	Q9NUQ8
P38159	Q9Y5E9
P38159	Q9UKM9
P38159	Q5VWX1
P38159	Q8IUH3
P38159	Q9Y2Z4
P38159	O75525
P38159	Q9NRW3
P38159	P98179
P38159	P79522
P38159	P52597
Q13247	Q96GM8
Q13247	Q96S94
Q13247	Q9Y5L0
Q13247	Q6DD88
Q8N302	Q9HD15
Q8N302	Q9NQZ6
Q8N302	O43143
Q8N302	Q96GM8
O43143	P22087
O43143	O60524
O43143	Q8IY37
O43143	Q9Y3T9
O43143	Q96BK5
O43143	Q969X6
O43143	Q9BVI4
O43143	Q6PKG0
O43143	Q8NI36
O43143	Q9UI30
O43143	Q8WXX5
O43143	Q15404
O43143	Q9H7E2
O43143	Q14978
O43143	Q96T37
O43143	Q9NXZ2
O43143	Q8NDT2
O43143	P40222
O43143	Q9UBB9
P03971	Q16671
Q16671	O00238
Q9UK85	O43543
O43543	O43502
O43543	P56559
O43543	Q5TEU4
Q9HD89	O00155
Q9HA65	Q8TC07
Q9HA65	Q6ZUS5
Q8TC07	Q6ZUS5
Q08117	O95475
Q08117	P14859
Q08117	Q01196
Q08117	Q04724
Q08117	Q04726
Q08117	Q04727
Q08117	Q14774
Q08117	Q9NPC8
Q08117	O43556
Q08117	P28360
Q08117	Q5TAB7
Q08117	Q0D2K3
Q08117	O95343
Q08117	O95231
Q08117	O75360
O95475	Q04724
P14859	O94993
P14859	P48431
P14859	Q9Y651
P14859	Q04727
P14859	P28360
P14859	Q16633
Q01196	P01579
Q01196	O43439
Q01196	O75081
Q01196	Q13951
Q01196	Q04724
Q01196	P11473
Q01196	P56545
Q01196	Q9GZV5
Q01196	P46937
Q01196	Q99717
Q01196	P15036
Q01196	Q99607
Q01196	Q15723
Q01196	Q02548
Q04724	O95343
Q04724	Q9UJU2
Q04724	Q05925
Q04724	P78426
Q04724	Q9UBX0
Q04724	Q9NPC8
Q04724	O75360
Q04724	P55316
Q04724	P62508
Q04724	Q13761
Q04724	P28360
Q04724	Q9Y261
Q04726	O95343
Q04726	P78426
Q04726	P55316
Q04726	O95486
Q04726	Q9UBE8
Q04727	Q0D2K3
Q04727	P78426
Q04727	Q02548
Q04727	Q14774
Q04727	O95231
Q04727	Q5TAB7
Q04727	P28360
Q9NPC8	Q99502
O43556	Q9UBE8
P28360	Q07687
P28360	P55771
P28360	P50458
O95343	P26367
O95343	Q13330
O95343	Q99502
O43765	P46379
O43765	Q8NI22
P46379	Q92995
P46379	P41271
P46379	Q9BT04
P46379	Q6E0U4
P46379	P11413
Q8NI22	P52907
Q8NI22	Q9UHY7
Q8NI22	Q9NYL9
Q96SL8	P36888
P36888	P49771
P36888	P16333
P36888	O14508
P36888	Q13322
P78329	Q9HCS2
Q9HCS2	P98187
P22087	P18124
P22087	Q8NI36
P22087	Q49A26
P22087	Q969X6
P22087	Q96GQ7
P22087	Q96G21
P22087	Q96IT1
P22087	Q8IWA0
P22087	O76021
P22087	Q9UNX4
P22087	Q9Y3T9
P22087	Q9Y3A2
P22087	Q15269
P22087	Q96BK5
P22087	Q9BXJ9
P22087	Q9BVP2
P22087	Q14137
P22087	P52294
P22087	O15131
P22087	Q68CQ4
P22087	Q8WTT2
P22087	Q14978
P22087	Q96RS0
P22087	Q14692
P22087	Q13601
P22087	Q9Y4C8
P22087	Q9H9Y2
P22087	O43818
P22087	Q13610
P22087	Q9BVI4
P22087	Q9BRU9
P22087	Q9NVU7
P22087	Q8TDN6
P22087	Q96LA8
P22087	Q12788
P22087	Q8TED0
P22087	Q9NR22
P22087	Q13895
P22087	Q15050
P22087	Q9Y2P8
P22087	Q9Y5Q8
P22087	Q9Y324
P22087	Q9NR30
P22087	Q5TAP6
P22087	Q92979
P22087	O00442
P22087	Q14CX7
P22087	P55345
P22087	Q9NY93
P22087	O00410
P22087	P78316
P22087	Q15061
P22087	O00541
P22087	Q9Y3A4
P22087	Q8NEJ9
P22087	Q9BSC4
P22087	Q99873
P22087	Q03701
P22087	Q08J23
P22087	Q5QJE6
P18124	Q9NZM5
P18124	Q9H089
P18124	Q8TCJ2
P18124	P04843
P18124	Q96EH5
P18124	Q96L21
P18124	Q15050
P18124	Q8TDN6
P18124	Q14684
P18124	P20671
P18124	P62891
P18124	Q9BXY0
P18124	P27635
P18124	Q9H7B2
P18124	Q8NC51
P18124	Q9NU22
P18124	Q9BZE4
P18124	Q9BVP2
P18124	Q14137
P18124	Q13823
P18124	Q8WTT2
P18124	P36915
P18124	O00488
P18124	Q6RFH5
P18124	Q9H9Y2
P18124	O00541
P18124	Q9NVU7
P18124	Q9NVX2
P18124	Q9NRP0
Q8NI36	Q13601
Q8NI36	Q13895
Q8NI36	O43818
Q8NI36	Q9BQ67
Q8NI36	Q9NY93
Q8NI36	Q96G21
Q8NI36	O00442
Q8NI36	Q9ULX3
Q8NI36	Q15269
Q8NI36	Q8TED0
Q8NI36	Q9UNX4
Q8NI36	Q9BRU9
Q8NI36	Q96G46
Q8NI36	Q8IWA0
Q8NI36	Q9Y3T9
Q8NI36	Q9Y3A4
Q8NI36	Q969X6
Q8NI36	Q9BVI4
Q8NI36	Q9Y324
Q8NI36	Q9BZE4
Q8NI36	Q9H9Y2
Q8NI36	Q9Y3A2
Q8NI36	Q14692
Q8NI36	Q9BSC4
Q8NI36	Q9Y2P8
Q8NI36	Q15061
Q8NI36	Q14978
Q8NI36	Q8NEJ9
Q8NI36	P78316
Q8NI36	Q5QJE6
Q8NI36	Q68CQ4
Q8NI36	Q12788
Q8NI36	O76021
Q8NI36	Q5TAP6
Q8NI36	Q92979
Q8NI36	A6NHQ2
Q49A26	Q9Y3T9
Q969X6	Q13601
Q969X6	Q13895
Q969X6	O43818
Q969X6	Q9H8H0
Q969X6	Q96G21
Q969X6	O00442
Q969X6	Q86U38
Q969X6	Q9ULX3
Q969X6	Q15269
Q969X6	Q8TED0
Q969X6	Q9UNX4
Q969X6	Q9BRU9
Q969X6	Q8IY37
Q969X6	Q8IWA0
Q969X6	Q8N9T8
Q969X6	Q9Y3A4
Q969X6	Q12788
Q969X6	Q9Y2P8
Q969X6	P78316
Q969X6	Q13439
Q969X6	O76021
Q969X6	Q9BQ75
Q969X6	Q14692
Q969X6	Q15061
Q969X6	Q9Y4C8
Q969X6	Q9H9Y2
Q969X6	Q9Y324
Q969X6	Q9Y3A2
Q969X6	A6NHQ2
Q969X6	Q8NEJ9
Q969X6	Q9BSC4
Q969X6	Q9BVI4
Q969X6	Q5TAP6
Q969X6	Q9UMY1
Q969X6	Q92979
Q969X6	Q5QJE6
Q96GQ7	Q13601
Q96GQ7	Q8TDD1
Q96GQ7	O00541
Q96GQ7	Q9UGY1
Q96GQ7	Q9BXY0
Q96GQ7	Q9Y3B9
Q96GQ7	Q8TEA1
Q96GQ7	P62633
Q96GQ7	Q9Y4C8
Q96GQ7	Q14137
Q96G21	Q13601
Q96G21	Q13895
Q96G21	O43818
Q96G21	Q12788
Q96G21	Q8TED0
Q96G21	Q9BXY0
Q96G21	Q9Y2P8
Q96G21	Q8IWA0
Q96G21	O76021
Q96G21	Q9UNX4
Q96G21	Q9Y324
Q96G21	Q14684
Q96G21	Q9Y3A2
Q96G21	Q15269
Q96G21	Q5TAP6
Q96G21	O15156
Q96G21	Q14137
Q96G21	Q92979
Q96G21	O00442
Q96G21	Q68CQ4
Q96G21	Q6RFH5
Q96G21	P78316
Q96G21	Q14692
Q96G21	Q15061
Q96G21	Q9Y4C8
Q96G21	Q9Y3A4
Q96G21	A6NHQ2
Q96G21	Q8NEJ9
Q96G21	Q9BSC4
Q96G21	Q9BVI4
Q96G21	Q5QJE6
Q96IT1	Q9Y4Z2
Q96IT1	Q96JS3
Q96IT1	Q9Y5A6
Q96IT1	Q9H869
Q96IT1	P10073
Q96IT1	Q9NWS9
Q96IT1	Q969J2
Q96IT1	Q8WUA4
Q96IT1	Q96L73
Q8IWA0	Q13601
Q8IWA0	Q13895
Q8IWA0	O43818
Q8IWA0	O00442
Q8IWA0	Q15269
Q8IWA0	Q8TED0
Q8IWA0	Q9UNX4
Q8IWA0	Q9BRU9
Q8IWA0	Q12788
Q8IWA0	Q9Y2P8
Q8IWA0	O76021
Q8IWA0	Q9Y324
Q8IWA0	Q9Y3A2
Q8IWA0	Q5TAP6
Q8IWA0	Q92979
Q8IWA0	P78316
Q8IWA0	Q14692
Q8IWA0	Q15061
Q8IWA0	Q9H9Y2
Q8IWA0	Q9Y3A4
Q8IWA0	A6NHQ2
Q8IWA0	Q8NEJ9
Q8IWA0	Q9BSC4
Q8IWA0	Q9BVI4
Q8IWA0	Q9UMY1
Q8IWA0	Q5QJE6
O76021	Q13601
O76021	Q13895
O76021	O43818
O76021	Q02539
O76021	Q9NZM5
O76021	Q9NQ55
O76021	O00442
O76021	Q9HC52
O76021	Q15269
O76021	Q8TED0
O76021	Q9UQ80
O76021	Q9UNX4
O76021	Q9BRU9
O76021	Q9Y3T9
O76021	Q9Y3A4
O76021	Q15050
O76021	Q9BVI4
O76021	Q92522
O76021	Q9NVN8
O76021	Q8TDN6
O76021	Q14684
O76021	Q9Y324
O76021	Q9NR30
O76021	O00541
O76021	Q9BXY0
O76021	Q9BZE4
O76021	P62891
O76021	Q9Y3B9
O76021	Q9H9Y2
O76021	Q8WTT2
O76021	O75683
O76021	Q9Y3A2
O76021	Q13823
O76021	O00488
O76021	Q14692
O76021	Q8TEA1
O76021	Q9BQG0
O76021	Q9BSC4
O76021	Q9Y2P8
O76021	Q15061
O76021	Q14978
O76021	Q8NEJ9
O76021	Q9BVP2
O76021	Q9H7B2
O76021	P78316
O76021	Q5QJE6
O76021	Q9NVX2
O76021	P56182
O76021	Q5TAP6
O76021	Q6RFH5
O76021	Q5JTH9
O76021	Q12788
O76021	Q14137
O76021	Q92979
O76021	A6NHQ2
Q9UNX4	Q13601
Q9UNX4	Q13895
Q9UNX4	O43818
Q9UNX4	O00442
Q9UNX4	Q15269
Q9UNX4	Q8TED0
Q9UNX4	Q12788
Q9UNX4	Q9Y2P8
Q9UNX4	Q9Y324
Q9UNX4	Q9Y3A2
Q9UNX4	Q5TAP6
Q9UNX4	Q9BZE4
Q9UNX4	Q92979
Q9UNX4	P78316
Q9UNX4	Q14692
Q9UNX4	Q15061
Q9UNX4	Q9H9Y2
Q9UNX4	Q9Y3A4
Q9UNX4	A6NHQ2
Q9UNX4	Q8NEJ9
Q9UNX4	Q9BSC4
Q9UNX4	Q9BVI4
Q9UNX4	Q9BRU9
Q9UNX4	Q5QJE6
Q9Y3T9	Q03701
Q9Y3T9	Q9BQ67
Q9Y3T9	Q9NY93
Q9Y3T9	Q12788
Q9Y3T9	Q15050
Q9Y3T9	Q9H7B2
Q9Y3T9	Q9H8H2
Q9Y3T9	Q8TDD1
Q9Y3T9	Q9BZE4
Q9Y3T9	Q14137
Q9Y3T9	Q5JTH9
Q9Y3T9	Q8WTT2
Q9Y3T9	O00541
Q9Y3T9	Q9NVU7
Q9Y3A2	Q13601
Q9Y3A2	Q13895
Q9Y3A2	O43818
Q9Y3A2	O00442
Q9Y3A2	O60662
Q9Y3A2	Q15269
Q9Y3A2	Q8TED0
Q9Y3A2	Q9BRU9
Q9Y3A2	Q9Y3A4
Q9Y3A2	Q9BVI4
Q9Y3A2	Q9Y324
Q9Y3A2	Q14746
Q9Y3A2	Q9H9Y2
Q9Y3A2	Q12788
Q9Y3A2	Q9Y2P8
Q9Y3A2	Q5TAP6
Q9Y3A2	Q92979
Q9Y3A2	P78316
Q9Y3A2	Q14692
Q9Y3A2	Q15061
Q9Y3A2	A6NHQ2
Q9Y3A2	Q8NEJ9
Q9Y3A2	Q9BSC4
Q9Y3A2	Q5QJE6
Q15269	Q13601
Q15269	Q13895
Q15269	O43818
Q15269	O00442
Q15269	Q12788
Q15269	Q8TED0
Q15269	Q9Y2P8
Q15269	Q9Y324
Q15269	Q5TAP6
Q15269	Q92979
Q15269	P78316
Q15269	Q14692
Q15269	Q15061
Q15269	Q9Y3A4
Q15269	A6NHQ2
Q15269	Q8NEJ9
Q15269	Q9BSC4
Q15269	Q9BVI4
Q15269	Q5QJE6
Q96BK5	Q13895
Q96BK5	O14746
Q96BK5	Q14978
Q9BXJ9	Q8NFW8
Q9BXJ9	Q9BSU3
Q9BXJ9	P54577
Q9BXJ9	P61599
Q9BXJ9	Q9NX55
Q9BXJ9	P41227
Q9BXJ9	Q9Y295
Q9BXJ9	Q9H8E8
Q9BXJ9	Q9H7X0
Q9BXJ9	Q6N069
Q9BVP2	Q13601
Q9BVP2	Q9NZM5
Q9BVP2	Q2NL82
Q9BVP2	Q9UQ80
Q9BVP2	Q17RG1
Q9BVP2	Q15050
Q9BVP2	Q8TDN6
Q9BVP2	Q14684
Q9BVP2	O00541
Q9BVP2	Q9BXY0
Q9BVP2	Q9BZE4
Q9BVP2	P62891
Q9BVP2	Q9P287
Q9BVP2	Q9H9Y2
Q9BVP2	Q8WTT2
Q9BVP2	Q13823
Q9BVP2	O00488
Q9BVP2	Q9NXF1
Q9BVP2	Q8TEA1
Q9BVP2	Q9H7B2
Q9BVP2	Q14137
Q9BVP2	Q6RFH5
Q9BVP2	Q9NVX2
Q14137	Q9NW13
Q14137	Q9NQ55
Q14137	O14958
Q14137	Q17RG1
Q14137	Q9NVN8
Q14137	Q8TDN6
Q14137	Q14684
Q14137	O00541
Q14137	Q9H6Y2
Q14137	Q9BXY0
Q14137	Q9BZE4
Q14137	Q9Y3B9
Q14137	Q9H9Y2
Q14137	Q8WTT2
Q14137	O75683
Q14137	Q8TEA1
Q14137	Q6W5P4
Q14137	Q9H7B2
Q14137	P56182
Q14137	Q6DKI1
Q14137	Q6RFH5
P52294	O00410
P52294	Q7Z3B4
P52294	P49792
P52294	P15918
P52294	O14746
P52294	Q9H6Z4
P52294	O43148
P52294	Q9P0U3
P52294	P52292
P52294	P18754
O15131	O00410
O15131	Q9H6Z4
O15131	Q92688
O15131	Q9P0U3
O15131	P18754
Q68CQ4	Q96EU6
Q68CQ4	Q8NEJ9
Q8WTT2	Q17RG1
Q8WTT2	Q9NVN8
Q8WTT2	Q8TDN6
Q8WTT2	Q14684
Q8WTT2	O00541
Q8WTT2	Q9BXY0
Q8WTT2	Q9BZE4
Q8WTT2	Q9H9Y2
Q8WTT2	Q12788
Q8WTT2	Q8TEA1
Q8WTT2	Q5JTH9
Q8WTT2	Q6RFH5
Q8WTT2	P56182
Q14978	Q03701
Q14978	Q9NY93
Q14978	Q15050
Q14978	Q6WKZ4
Q14978	Q8TDN6
Q14978	Q6NZI2
Q14978	Q9GZR2
Q14692	Q13601
Q14692	Q13895
Q14692	O43818
Q14692	O00442
Q14692	Q96S15
Q14692	Q8TED0
Q14692	Q9BRU9
Q14692	Q9Y3A4
Q14692	Q9BVI4
Q14692	Q9Y324
Q14692	Q9H9Y2
Q14692	Q12788
Q14692	Q9Y2P8
Q14692	Q5TAP6
Q14692	Q92979
Q14692	P78316
Q14692	Q15061
Q14692	A6NHQ2
Q14692	Q8NEJ9
Q14692	Q9BSC4
Q14692	Q5QJE6
Q13601	Q12788
Q13601	Q8TED0
Q13601	Q9BVS4
Q13601	Q13895
Q13601	Q9Y2P8
Q13601	Q9H7B2
Q13601	Q9Y324
Q13601	Q96EU6
Q13601	Q8N9T8
Q13601	Q5TAP6
Q13601	Q92979
Q13601	O00442
Q13601	P36915
Q13601	Q9NY93
Q13601	Q9UGY1
Q13601	P78316
Q13601	Q15061
Q13601	Q9Y3A4
Q13601	O43818
Q13601	A6NHQ2
Q13601	Q8NEJ9
Q13601	Q9BSC4
Q13601	Q9BVI4
Q13601	Q9BRU9
Q13601	Q5QJE6
Q13601	Q9BQG0
Q9Y4C8	Q02539
Q9Y4C8	Q9BQ67
Q9Y4C8	Q8TED0
Q9Y4C8	Q2NL82
Q9Y4C8	Q8IY37
Q9Y4C8	Q9UGY1
Q9Y4C8	Q9BSC4
Q9Y4C8	Q5JTH9
Q9H9Y2	Q13895
Q9H9Y2	O43818
Q9H9Y2	Q9NQ55
Q9H9Y2	O00442
Q9H9Y2	Q96CS4
Q9H9Y2	Q8TED0
Q9H9Y2	P06748
Q9H9Y2	Q17RG1
Q9H9Y2	O95625
Q9H9Y2	Q9BVI4
Q9H9Y2	Q9NVN8
Q9H9Y2	Q8TDN6
Q9H9Y2	Q14684
Q9H9Y2	O00541
Q9H9Y2	Q9UGY1
Q9H9Y2	Q9BXY0
Q9H9Y2	Q9BZE4
Q9H9Y2	Q9Y3B9
Q9H9Y2	Q12788
Q9H9Y2	Q9Y2P8
Q9H9Y2	Q9H7B2
Q9H9Y2	Q5TAP6
Q9H9Y2	Q92979
Q9H9Y2	Q8TEA1
Q9H9Y2	O75683
Q9H9Y2	Q6RFH5
Q9H9Y2	Q6DKI1
Q9H9Y2	Q6W5P4
Q9H9Y2	P78316
Q9H9Y2	P56182
Q9H9Y2	A6NHQ2
Q9H9Y2	Q5QJE6
O43818	Q13895
O43818	Q12788
O43818	Q8TED0
O43818	Q9Y2P8
O43818	Q9Y324
O43818	Q96EU6
O43818	Q86W42
O43818	Q5TAP6
O43818	Q92979
O43818	O00442
O43818	P78316
O43818	Q15061
O43818	Q9Y3A4
O43818	A6NHQ2
O43818	Q8NEJ9
O43818	Q9BSC4
O43818	Q9BVI4
O43818	Q9BRU9
O43818	Q5QJE6
Q13610	O00541
Q13610	Q9BZE4
Q9BVI4	Q13895
Q9BVI4	O00442
Q9BVI4	Q8TED0
Q9BVI4	Q8IY37
Q9BVI4	Q9Y3A4
Q9BVI4	Q12788
Q9BVI4	Q9Y2P8
Q9BVI4	Q9Y324
Q9BVI4	Q5TAP6
Q9BVI4	Q92979
Q9BVI4	Q5JTH9
Q9BVI4	P78316
Q9BVI4	Q15061
Q9BVI4	O00541
Q9BVI4	A6NHQ2
Q9BVI4	Q8NEJ9
Q9BVI4	Q9BSC4
Q9BVI4	Q5QJE6
Q9BRU9	Q02539
Q9BRU9	O00442
Q9BRU9	Q8TED0
Q9BRU9	Q12788
Q9BRU9	Q9Y2P8
Q9BRU9	Q9Y324
Q9BRU9	Q5TAP6
Q9BRU9	Q92979
Q9BRU9	P78316
Q9BRU9	Q15061
Q9BRU9	Q9Y3A4
Q9BRU9	A6NHQ2
Q9BRU9	Q5QJE6
Q9NVU7	Q96EH5
Q9NVU7	Q9UQ80
Q9NVU7	O00541
Q9NVU7	P62891
Q9NVU7	A3KMH1
Q9NVU7	Q9NU22
Q9NVU7	Q9BZE4
Q9NVU7	Q13823
Q9NVU7	A8MU46
Q9NVU7	O00488
Q9NVU7	Q9NVX2
Q8TDN6	Q9NQ55
Q8TDN6	Q9NY93
Q8TDN6	Q17RG1
Q8TDN6	Q9NVN8
Q8TDN6	Q9BXY0
Q8TDN6	Q14684
Q8TDN6	Q9BZE4
Q8TDN6	Q8TEA1
Q8TDN6	Q5JTH9
Q8TDN6	O75683
Q8TDN6	Q6RFH5
Q8TDN6	Q9UGY1
Q8TDN6	P56182
Q8TDN6	O00541
Q8TDN6	Q9Y3B9
Q96LA8	Q12800
Q96LA8	Q9NZI7
Q96LA8	A6NHQ2
Q12788	Q13895
Q12788	Q9NY93
Q12788	O00442
Q12788	Q8TED0
Q12788	Q9Y3A4
Q12788	Q9Y324
Q12788	Q9BZE4
Q12788	Q9BSC4
Q12788	Q9Y2P8
Q12788	Q15061
Q12788	Q8NEJ9
Q12788	P78316
Q12788	Q5QJE6
Q12788	Q5TAP6
Q12788	Q92979
Q12788	A6NHQ2
Q8TED0	Q13895
Q8TED0	Q8IYT4
Q8TED0	O00442
Q8TED0	Q9Y2P8
Q8TED0	Q9BW62
Q8TED0	O75449
Q8TED0	Q9Y324
Q8TED0	Q5TAP6
Q8TED0	Q92979
Q8TED0	Q5JTH9
Q8TED0	P78316
Q8TED0	Q15061
Q8TED0	Q9Y3A4
Q8TED0	A6NHQ2
Q8TED0	Q8NEJ9
Q8TED0	Q9BSC4
Q8TED0	Q9UMY1
Q8TED0	Q5QJE6
Q9NR22	Q9NZB2
Q9NR22	Q1KMD3
Q9NR22	A6NHQ2
Q9NR22	Q99873
Q13895	Q9BVS4
Q13895	Q9Y2P8
Q13895	Q9UI30
Q13895	Q9Y324
Q13895	Q96EU6
Q13895	Q2NL82
Q13895	Q5TAP6
Q13895	Q92979
Q13895	O00442
Q13895	O95453
Q13895	Q5JTH9
Q13895	Q9ULX3
Q13895	P78316
Q13895	Q15061
Q13895	O14787
Q13895	Q9Y3A4
Q13895	A6NHQ2
Q13895	Q92973
Q13895	Q8NEJ9
Q13895	Q9BSC4
Q13895	Q8NEF9
Q13895	Q5QJE6
Q15050	Q9NZM5
Q15050	Q9NY93
Q15050	Q96EH5
Q15050	Q9UQ80
Q15050	P62891
Q15050	Q9NVN8
Q15050	Q96QR8
Q15050	Q9H7B2
Q15050	Q12857
Q15050	Q9NR30
Q15050	Q9BZE4
Q15050	Q13823
Q15050	O00488
Q15050	O75683
Q15050	O00541
Q15050	Q9H2P0
Q15050	Q9Y3B9
Q15050	Q9NVX2
Q9Y2P8	Q96S15
Q9Y2P8	Q8IY37
Q9Y2P8	Q9Y3A4
Q9Y2P8	Q9Y324
Q9Y2P8	Q9BSC4
Q9Y2P8	Q5TAP6
Q9Y2P8	Q92979
Q9Y2P8	P78316
Q9Y2P8	Q15061
Q9Y2P8	A6NHQ2
Q9Y2P8	Q8NEJ9
Q9Y2P8	Q5QJE6
Q9Y5Q8	Q12789
Q9Y5Q8	Q8WUA4
Q9Y5Q8	Q969F1
Q9Y5Q8	Q86U86
Q9Y5Q8	Q9UKN8
Q9Y5Q8	Q9NPI1
Q9Y324	O00442
Q9Y324	Q86U38
Q9Y324	Q9Y3A4
Q9Y324	Q5TAP6
Q9Y324	Q92979
Q9Y324	Q5MJ68
Q9Y324	P78316
Q9Y324	Q15061
Q9Y324	A6NHQ2
Q9Y324	Q8NEJ9
Q9Y324	Q9BSC4
Q9Y324	Q5QJE6
Q9NR30	P20700
Q9NR30	Q4G0J3
Q9NR30	Q12857
Q9NR30	Q9BQ39
Q5TAP6	O00442
Q5TAP6	Q8IY37
Q5TAP6	Q9Y3A4
Q5TAP6	Q9BSC4
Q5TAP6	Q15061
Q5TAP6	Q8NEJ9
Q5TAP6	P78316
Q5TAP6	Q5QJE6
Q5TAP6	Q92979
Q5TAP6	A6NHQ2
Q92979	O00442
Q92979	Q9Y3A4
Q92979	Q9BSC4
Q92979	Q15061
Q92979	Q8NEJ9
Q92979	P78316
Q92979	Q5QJE6
Q92979	A6NHQ2
O00442	Q96S15
O00442	Q8IY37
O00442	P78316
O00442	Q15061
O00442	Q9Y3A4
O00442	A6NHQ2
O00442	Q8NEJ9
O00442	Q9BSC4
O00442	Q5QJE6
Q14CX7	O96013
Q14CX7	P61599
P55345	Q63ZY3
P55345	A6NHQ2
P55345	Q9UPS6
Q9NY93	Q03701
Q9NY93	Q9BQ67
Q9NY93	Q9H7B2
